cds	rtype	sname	dname	cname	Enroll1012	Enroll12	NumTstTakr	NumScr1	NumScr2	NumScr3	NumScr4	NumScr5	year
36678270113928	S	Riverside Preparatory                             	Oro Grande Elementary                             	San Bernardino 	503	151	88	52	38	15	6	1	1314
36678430000000	D	                                                  	Redlands Unified                                  	San Bernardino 	5552	1913	1132	231	472	627	533	347	1314
36678430118802	S	Citrus Valley High                                	Redlands Unified                                  	San Bernardino 	1697	553	381	128	216	210	137	62	1314
36678433630779	S	Redlands East Valley High                         	Redlands Unified                                  	San Bernardino 	1613	497	357	75	140	211	144	85	1314
36678433630928	S	Grove                                             	Redlands Unified                                  	San Bernardino 	102	34	41	9	18	17	12	10	1314
36678433635042	S	Redlands Senior High                              	Redlands Unified                                  	San Bernardino 	1732	566	353	19	98	189	240	190	1314
36678500000000	D	                                                  	Rialto Unified                                    	San Bernardino 	6189	2074	1025	564	576	387	152	56	1314
36678500102830	S	Wilmer Amina Carter High                          	Rialto Unified                                    	San Bernardino 	1801	572	310	148	167	112	47	21	1314
36678503630530	S	Zupanic High                                      	Rialto Unified                                    	San Bernardino 	96	66	0	NA	NA	NA	NA	NA	1314
36678503630597	S	Rialto High                                       	Rialto Unified                                    	San Bernardino 	2194	663	510	280	275	199	75	24	1314
36678503633005	S	Eisenhower Senior High                            	Rialto Unified                                    	San Bernardino 	1779	521	205	136	134	76	30	11	1314
36678680000000	D	                                                  	Rim of the World Unified                          	San Bernardino 	1013	383	114	24	53	67	34	9	1314
36678683635265	S	Rim of the World Senior High                      	Rim of the World Unified                          	San Bernardino 	883	295	114	24	53	67	34	9	1314
36750443630811	S	Shadow Ridge                                      	Hesperia Unified                                  	San Bernardino 	110	56	0	NA	NA	NA	NA	NA	1314
36750510000000	D	                                                  	Lucerne Valley Unified                            	San Bernardino 	284	78	0	NA	NA	NA	NA	NA	1314
36750510115089	S	Sky Mountain Charter                              	Lucerne Valley Unified                            	San Bernardino 	87	24	0	NA	NA	NA	NA	NA	1314
36750513630563	S	Lucerne Valley High                               	Lucerne Valley Unified                            	San Bernardino 	177	47	0	NA	NA	NA	NA	NA	1314
36750690000000	D	                                                  	Upland Unified                                    	San Bernardino 	2819	932	412	122	188	239	136	111	1314
36750693637584	S	Upland High                                       	Upland Unified                                    	San Bernardino 	2587	788	412	122	188	239	136	111	1314
36750770000000	D	                                                  	Apple Valley Unified                              	San Bernardino 	3521	1262	435	229	239	239	111	52	1314
36750773630423	S	Apple Valley High                                 	Apple Valley Unified                              	San Bernardino 	1629	554	202	105	108	122	51	30	1314
36750773630894	S	Granite Hills High                                	Apple Valley Unified                              	San Bernardino 	1235	451	168	96	88	86	44	21	1314
36750773631009	S	High Desert Premier Academy                       	Apple Valley Unified                              	San Bernardino 	301	142	0	NA	NA	NA	NA	NA	1314
36750773631207	S	Academy for Academic Excellence                   	Apple Valley Unified                              	San Bernardino 	307	91	65	28	43	31	16	1	1314
37000000000000	C	                                                  	                                                  	San Diego      	119967	43364	30181	7898	12830	15976	12566	8941	1314
37103710000000	D	                                                  	San Diego County Office of Edu                    	San Diego      	2220	976	0	NA	NA	NA	NA	NA	1314
37103716119119	S	Literacy First Charter                            	San Diego County Office of Edu                    	San Diego      	223	61	0	NA	NA	NA	NA	NA	1314
37679830000000	D	                                                  	Borrego Springs Unified                           	San Diego      	125	46	22	10	14	4	2	2	1314
37679830117887	S	Juan Bautista de Anza                             	Borrego Springs Unified                           	San Diego      	29	12	0	NA	NA	NA	NA	NA	1314
37679833730447	S	Borrego Springs High                              	Borrego Springs Unified                           	San Diego      	94	32	22	10	14	4	2	2	1314
37680230000000	D	                                                  	Chula Vista Elementary                            	San Diego      	55	0	45	18	8	14	12	12	1314
37680236115778	S	Chula Vista Learning Community Charter            	Chula Vista Elementary                            	San Diego      	55	0	45	18	8	14	12	12	1314
37680310000000	D	                                                  	Coronado Unified                                  	San Diego      	903	288	415	54	161	280	167	148	1314
37680310126110	S	Coronado Pathways Charter                         	Coronado Unified                                  	San Diego      	16	2	0	NA	NA	NA	NA	NA	1314
37680313731478	S	Coronado High                                     	Coronado Unified                                  	San Diego      	871	280	415	54	161	280	167	148	1314
37680490000000	D	                                                  	Dehesa Elementary                                 	San Diego      	984	614	0	NA	NA	NA	NA	NA	1314
37680490119990	S	Diego Hills Charter                               	Dehesa Elementary                                 	San Diego      	766	557	0	NA	NA	NA	NA	NA	1314
37680496119564	S	Dehesa Charter                                    	Dehesa Elementary                                 	San Diego      	218	57	0	NA	NA	NA	NA	NA	1314
37681060000000	D	                                                  	Escondido Union High                              	San Diego      	6931	2426	1680	437	863	992	712	418	1314
37681060111195	S	Classical Academy High                            	Escondido Union High                              	San Diego      	539	122	156	6	34	75	82	65	1314
37681060127241	S	Del Lago Academy - Campus of Applied Sci          	Escondido Union High                              	San Diego      	113	0	0	NA	NA	NA	NA	NA	1314
37681063730058	S	San Pasqual High                                  	Escondido Union High                              	San Diego      	1728	600	663	196	433	502	373	196	1314
37681063731023	S	Escondido Charter High                            	Escondido Union High                              	San Diego      	678	274	96	9	42	43	20	12	1314
37681063732054	S	Valley High (Continuation)                        	Escondido Union High                              	San Diego      	393	292	2	*	*	*	*	*	1314
37681063732062	S	Escondido High                                    	Escondido Union High                              	San Diego      	1859	571	409	83	191	234	140	88	1314
37681063735313	S	Orange Glen High                                  	Escondido Union High                              	San Diego      	1588	564	354	142	163	137	97	57	1314
37681220000000	D	                                                  	Fallbrook Union High                              	San Diego      	1904	650	246	56	62	98	96	60	1314
37681223730967	S	Oasis High (Alternative)                          	Fallbrook Union High                              	San Diego      	95	40	0	NA	NA	NA	NA	NA	1314
37681223732179	S	Fallbrook High                                    	Fallbrook Union High                              	San Diego      	1666	527	246	56	62	98	96	60	1314
37681300000000	D	                                                  	Grossmont Union High                              	San Diego      	16906	6060	3751	1105	1726	1945	1221	610	1314
37681303730066	S	Valhalla High                                     	Grossmont Union High                              	San Diego      	1576	570	416	41	188	245	179	89	1314
37681303730702	S	West Hills High                                   	Grossmont Union High                              	San Diego      	1444	480	366	51	151	231	139	53	1314
37681303731262	S	Steele Canyon High                                	Grossmont Union High                              	San Diego      	1587	501	555	129	242	379	244	111	1314
37681303731536	S	Grossmont Middle College High                     	Grossmont Union High                              	San Diego      	79	39	4	*	*	*	*	*	1314
37681303731692	S	El Cajon Valley High                              	Grossmont Union High                              	San Diego      	1415	522	238	129	105	83	33	6	1314
37681303731809	S	El Capitan High                                   	Grossmont Union High                              	San Diego      	1174	389	244	87	105	102	63	36	1314
37683380107078	S	Kearny Digital Media & Design                     	San Diego Unified                                 	San Diego      	320	96	50	23	21	19	5	3	1314
37683380107086	S	Kearny SCT                                        	San Diego Unified                                 	San Diego      	259	74	79	37	26	18	13	6	1314
37683380107094	S	Kearny International Business                     	San Diego Unified                                 	San Diego      	317	110	11	0	1	2	4	4	1314
37683380107102	S	Kearny Construction Tech                          	San Diego Unified                                 	San Diego      	229	76	20	13	7	0	0	0	1314
37683380107177	S	Crawford High                                     	San Diego Unified                                 	San Diego      	790	274	170	164	66	36	27	8	1314
37683380107219	S	San Diego Science and Technology                  	San Diego Unified                                 	San Diego      	376	103	92	106	50	18	7	1	1314
37683380107482	S	San Diego Metro Career and Tech                   	San Diego Unified                                 	San Diego      	113	47	1	*	*	*	*	*	1314
37683380108787	S	High Tech High Media Arts                         	San Diego Unified                                 	San Diego      	303	95	0	NA	NA	NA	NA	NA	1314
37683380114025	S	Lincoln High                                      	San Diego Unified                                 	San Diego      	1024	311	193	157	64	45	23	6	1314
37683380114462	S	Health Sciences High                              	San Diego Unified                                 	San Diego      	402	128	0	NA	NA	NA	NA	NA	1314
37683380114520	S	Arroyo Paseo Charter High                         	San Diego Unified                                 	San Diego      	114	35	0	NA	NA	NA	NA	NA	1314
37683380118315	S	San Diego Early/Middle College                    	San Diego Unified                                 	San Diego      	108	35	50	27	17	4	6	2	1314
37683380118851	S	King-Chavez Community High                        	San Diego Unified                                 	San Diego      	409	125	29	25	4	1	0	0	1314
37683380119610	S	Gompers Preparatory Academy                       	San Diego Unified                                 	San Diego      	335	91	87	113	25	13	5	1	1314
37683380120410	S	iHigh Virtual Academy                             	San Diego Unified                                 	San Diego      	50	24	6	*	*	*	*	*	1314
37683380121178	S	Iftin University Prep High                        	San Diego Unified                                 	San Diego      	60	1	0	NA	NA	NA	NA	NA	1314
37683380122788	S	Coleman Tech Charter High                         	San Diego Unified                                 	San Diego      	132	44	0	NA	NA	NA	NA	NA	1314
37683380126938	S	Home & Hosp/Transition Support                    	San Diego Unified                                 	San Diego      	56	15	0	NA	NA	NA	NA	NA	1314
37683380127647	S	e3 Civic High                                     	San Diego Unified                                 	San Diego      	101	0	0	NA	NA	NA	NA	NA	1314
37683380128744	S	Laurel Preparatory Academy                        	San Diego Unified                                 	San Diego      	117	49	0	NA	NA	NA	NA	NA	1314
37683383730116	S	John Muir                                         	San Diego Unified                                 	San Diego      	45	16	6	*	*	*	*	*	1314
37683383730173	S	Serra High                                        	San Diego Unified                                 	San Diego      	1339	405	519	315	349	244	175	84	1314
37683383730181	S	Mira Mesa High                                    	San Diego Unified                                 	San Diego      	1920	627	647	132	273	357	223	97	1314
37683383730314	S	University City High                              	San Diego Unified                                 	San Diego      	1315	405	517	72	215	324	220	126	1314
37683383730363	S	Whittier K-12                                     	San Diego Unified                                 	San Diego      	17	4	0	NA	NA	NA	NA	NA	1314
37683383730371	S	San Diego SCPA                                    	San Diego Unified                                 	San Diego      	550	146	117	28	48	59	38	11	1314
37683383730751	S	Mt. Everest Academy                               	San Diego Unified                                 	San Diego      	95	41	21	3	5	9	7	9	1314
37683383730884	S	Scripps Ranch High                                	San Diego Unified                                 	San Diego      	1614	516	703	90	161	359	396	302	1314
37683383730959	S	Charter School of San Diego                       	San Diego Unified                                 	San Diego      	1769	925	0	NA	NA	NA	NA	NA	1314
37683383731189	S	Preuss School UCSD                                	San Diego Unified                                 	San Diego      	348	89	343	270	243	165	115	47	1314
37683383731213	S	Clairemont High                                   	San Diego Unified                                 	San Diego      	815	278	201	53	87	99	85	34	1314
37683383731247	S	High Tech High                                    	San Diego Unified                                 	San Diego      	420	127	5	*	*	*	*	*	1314
37683383731395	S	Audeo Charter                                     	San Diego Unified                                 	San Diego      	567	299	0	NA	NA	NA	NA	NA	1314
37683383732781	S	Henry High                                        	San Diego Unified                                 	San Diego      	1804	524	600	119	255	332	250	163	1314
37683383732997	S	Hoover High                                       	San Diego Unified                                 	San Diego      	1285	364	176	84	76	46	32	38	1314
37683383733508	S	La Jolla High                                     	San Diego Unified                                 	San Diego      	1091	336	513	62	167	302	320	193	1314
37683383733698	S	Madison High                                      	San Diego Unified                                 	San Diego      	824	249	206	102	124	75	46	29	1314
37683383734431	S	Mission Bay High                                  	San Diego Unified                                 	San Diego      	837	296	40	11	6	9	10	10	1314
37683383734654	S	Morse High                                        	San Diego Unified                                 	San Diego      	1319	424	357	203	217	168	130	56	1314
37683383735750	S	Point Loma High                                   	San Diego Unified                                 	San Diego      	1410	436	699	204	387	363	206	69	1314
37683386061964	S	The O'Farrell Charter                             	San Diego Unified                                 	San Diego      	106	0	24	2	12	9	9	2	1314
37683460000000	D	                                                  	San Dieguito Union High                           	San Diego      	6279	2071	3042	252	986	1955	2027	1800	1314
37683460106328	S	Canyon Crest Academy                              	San Dieguito Union High                           	San Diego      	1351	475	826	47	221	517	578	628	1314
37683463730033	S	Torrey Pines High                                 	San Dieguito Union High                           	San Diego      	2050	613	1111	95	270	654	762	778	1314
19647330125864	S	USC Hybrid High                                   	Los Angeles Unified                               	Los Angeles    	114	0	0	NA	NA	NA	NA	NA	1314
19647330125963	S	Leadership in Entertainment and Media Ar          	Los Angeles Unified                               	Los Angeles    	208	69	34	38	16	7	2	2	1314
19647330125989	S	STEM Academy of Hollywood                         	Los Angeles Unified                               	Los Angeles    	303	57	18	26	9	1	1	0	1314
19647330126136	S	Math and Science College Preparatory              	Los Angeles Unified                               	Los Angeles    	0	0	0	NA	NA	NA	NA	NA	1314
19647330126185	S	Academy of Science and Engineering                	Los Angeles Unified                               	Los Angeles    	122	0	0	NA	NA	NA	NA	NA	1314
19647330126474	S	Hilda L. Solis Learning Academy School o          	Los Angeles Unified                               	Los Angeles    	82	0	0	NA	NA	NA	NA	NA	1314
19647330126482	S	Augustus F. Hawkins High A Critical Desi          	Los Angeles Unified                               	Los Angeles    	348	48	13	10	3	2	1	0	1314
19647330126490	S	Augustus F. Hawkins High B Community Hea          	Los Angeles Unified                               	Los Angeles    	270	65	7	*	*	*	*	*	1314
19647330126508	S	Augustus F. Hawkins High C Responsible I          	Los Angeles Unified                               	Los Angeles    	277	54	19	15	2	4	2	1	1314
19647330126516	S	Linda Esperanza Marquez High A Huntingto          	Los Angeles Unified                               	Los Angeles    	364	121	78	79	29	21	11	9	1314
19647330126524	S	Linda Esperanza Marquez High B LIBRA Aca          	Los Angeles Unified                               	Los Angeles    	365	87	47	28	27	13	12	10	1314
19647330126532	S	Linda Esperanza Marquez High C School of          	Los Angeles Unified                               	Los Angeles    	306	108	55	29	24	25	13	5	1314
19647330126540	S	"Science, Technology, Engineering, Arts a          "	Los Angeles Unified                               	Los Angeles    	197	29	38	21	6	15	13	3	1314
19647330126557	S	Visual and Performing Arts at Legacy Hig          	Los Angeles Unified                               	Los Angeles    	169	32	24	17	10	3	9	2	1314
19647330126573	S	Academy for Multilingual Arts and Scienc          	Los Angeles Unified                               	Los Angeles    	286	41	9	*	*	*	*	*	1314
19647330126615	S	Academies of Education and Empowerment a          	Los Angeles Unified                               	Los Angeles    	381	141	90	103	43	18	9	0	1314
19647330126623	S	Academy of Medical Arts at Carson High            	Los Angeles Unified                               	Los Angeles    	388	112	41	25	25	6	4	0	1314
19647330127787	S	Humanities and Arts (HARTS) Academy of L          	Los Angeles Unified                               	Los Angeles    	248	62	45	31	19	7	2	0	1314
19647330127795	S	Contreras Learning Center-School of Soci          	Los Angeles Unified                               	Los Angeles    	336	87	23	26	10	7	2	0	1314
19647330127803	S	Early College Academy-LA Trade Tech Coll          	Los Angeles Unified                               	Los Angeles    	170	70	0	NA	NA	NA	NA	NA	1314
19647330127852	S	Executive Preparatory Academy of Finance          	Los Angeles Unified                               	Los Angeles    	1	0	0	NA	NA	NA	NA	NA	1314
19647330127894	S	Valor Academy Charter High                        	Los Angeles Unified                               	Los Angeles    	0	0	0	NA	NA	NA	NA	NA	1314
19647330127910	S	Camino Nuevo High No. 2                           	Los Angeles Unified                               	Los Angeles    	238	0	57	24	30	9	4	1	1314
19647331930064	S	William Tell Aggeler Opportunity High             	Los Angeles Unified                               	Los Angeles    	57	13	0	NA	NA	NA	NA	NA	1314
19647331930296	S	Harris Newmark Continuation                       	Los Angeles Unified                               	Los Angeles    	158	68	1	*	*	*	*	*	1314
19647331930486	S	Moneta Continuation                               	Los Angeles Unified                               	Los Angeles    	75	13	1	*	*	*	*	*	1314
19647331930619	S	Harold McAlister High (Opportunity)               	Los Angeles Unified                               	Los Angeles    	160	47	0	NA	NA	NA	NA	NA	1314
19647331930650	S	Phineas Banning Senior High                       	Los Angeles Unified                               	Los Angeles    	1691	407	329	198	149	104	62	13	1314
19647331930692	S	Thomas Riley High                                 	Los Angeles Unified                               	Los Angeles    	124	42	1	*	*	*	*	*	1314
19647331930866	S	Bell Senior High                                  	Los Angeles Unified                               	Los Angeles    	2474	668	505	332	313	124	83	51	1314
19647331930924	S	Belmont Senior High                               	Los Angeles Unified                               	Los Angeles    	713	214	218	238	82	50	25	24	1314
19647331930940	S	John R. Wooden High                               	Los Angeles Unified                               	Los Angeles    	145	37	1	*	*	*	*	*	1314
19647331931047	S	Birmingham Community Charter High                 	Los Angeles Unified                               	Los Angeles    	2251	702	433	168	224	155	107	38	1314
19647331931336	S	Cheviot Hills Continuation                        	Los Angeles Unified                               	Los Angeles    	71	16	1	*	*	*	*	*	1314
19647331931377	S	Amelia Earhart Continuation                       	Los Angeles Unified                               	Los Angeles    	121	102	2	*	*	*	*	*	1314
19647331931468	S	Metropolitan Continuation                         	Los Angeles Unified                               	Los Angeles    	133	43	19	26	6	1	4	1	1314
19647331931476	S	Canoga Park Senior High                           	Los Angeles Unified                               	Los Angeles    	1170	360	156	83	106	56	39	13	1314
19647331931526	S	Carson Senior High                                	Los Angeles Unified                               	Los Angeles    	963	267	170	117	106	47	17	2	1314
19647331931534	S	Will Rogers Continuation                          	Los Angeles Unified                               	Los Angeles    	194	78	1	*	*	*	*	*	1314
19647331931682	S	Zane Grey Continuation                            	Los Angeles Unified                               	Los Angeles    	175	94	1	*	*	*	*	*	1314
19647331931708	S	Chatsworth Charter High                           	Los Angeles Unified                               	Los Angeles    	1771	627	322	173	207	161	67	31	1314
19647331931716	S	Valley Alternative Magnet                         	Los Angeles Unified                               	Los Angeles    	131	42	1	*	*	*	*	*	1314
19647331931864	S	Grover Cleveland Charter High                     	Los Angeles Unified                               	Los Angeles    	2252	729	700	157	276	371	294	191	1314
19647331931989	S	Monterey Continuation                             	Los Angeles Unified                               	Los Angeles    	54	21	8	*	*	*	*	*	1314
37737910000000	D	                                                  	San Marcos Unified                                	San Diego      	4069	1362	1123	186	512	764	573	303	1314
37737910105726	S	Mission Hills High                                	San Marcos Unified                                	San Diego      	1895	610	566	108	273	405	282	134	1314
37737910109785	S	Bayshore Preparatory Charter                      	San Marcos Unified                                	San Diego      	110	47	1	*	*	*	*	*	1314
37737913730793	S	Foothills High                                    	San Marcos Unified                                	San Diego      	102	66	0	NA	NA	NA	NA	NA	1314
37737913737632	S	San Marcos High                                   	San Marcos Unified                                	San Diego      	1783	547	556	78	239	358	291	169	1314
37754160000000	D	                                                  	Warner Unified                                    	San Diego      	81	30	11	18	6	2	0	0	1314
37754163730975	S	Warner Junior/Senior High                         	Warner Unified                                    	San Diego      	40	10	11	18	6	2	0	0	1314
37754166119275	S	All Tribes Charter                                	Warner Unified                                    	San Diego      	37	18	0	NA	NA	NA	NA	NA	1314
37756140000000	D	                                                  	Valley Center-Pauma Unified                       	San Diego      	946	340	195	47	87	83	78	36	1314
37756143731114	S	Valley Center High                                	Valley Center-Pauma Unified                       	San Diego      	830	278	195	47	87	83	78	36	1314
37756143731601	S	Valley Center Prep                                	Valley Center-Pauma Unified                       	San Diego      	52	28	0	NA	NA	NA	NA	NA	1314
37764710000000	D	                                                  	SBC - High Tech High                              	San Diego      	842	257	1	*	*	*	*	*	1314
37764710114678	S	High Tech High Chula Vista                        	SBC - High Tech High                              	San Diego      	438	140	0	NA	NA	NA	NA	NA	1314
37764710114694	S	High Tech High North County                       	SBC - High Tech High                              	San Diego      	404	117	1	*	*	*	*	*	1314
38000000000000	C	                                                  	                                                  	San Francisco  	14718	4879	4798	1418	1477	1856	2101	2120	1314
38103890000000	D	                                                  	San Francisco County Office of                    	San Francisco  	283	75	0	NA	NA	NA	NA	NA	1314
38103893830395	S	S.F. County Opportunity (Hilltop)                 	San Francisco County Office of                    	San Francisco  	44	15	0	NA	NA	NA	NA	NA	1314
38684780000000	D	                                                  	San Francisco Unified                             	San Francisco  	14330	4768	4785	1417	1470	1852	2094	2116	1314
38684780101774	S	Five Keys Charter (SF Sheriff's)                  	San Francisco Unified                             	San Francisco  	516	97	0	NA	NA	NA	NA	NA	1314
38684780102103	S	Jordan (June) School for Equity                   	San Francisco Unified                             	San Francisco  	187	44	0	NA	NA	NA	NA	NA	1314
38684780107300	S	City Arts and Tech High                           	San Francisco Unified                             	San Francisco  	330	112	179	172	7	0	1	0	1314
38684780118133	S	Five Keys Adult School (SF Sheriff's)             	San Francisco Unified                             	San Francisco  	36	13	0	NA	NA	NA	NA	NA	1314
38684780118141	S	Five Keys Independence HS (SF Sheriff's)          	San Francisco Unified                             	San Francisco  	697	176	0	NA	NA	NA	NA	NA	1314
38684780119875	S	S.F. International High                           	San Francisco Unified                             	San Francisco  	282	93	0	NA	NA	NA	NA	NA	1314
38684780119958	S	Academy of Arts and Sciences                      	San Francisco Unified                             	San Francisco  	260	85	55	28	24	22	4	2	1314
38684780127530	S	KIPP San Francisco College Preparatory            	San Francisco Unified                             	San Francisco  	0	0	0	NA	NA	NA	NA	NA	1314
38684780128876	S	Gateway to College                                	San Francisco Unified                             	San Francisco  	110	110	0	NA	NA	NA	NA	NA	1314
38684783830197	S	Independence High                                 	San Francisco Unified                             	San Francisco  	212	85	0	NA	NA	NA	NA	NA	1314
38684783830205	S	Wallenberg (Raoul) Traditional High               	San Francisco Unified                             	San Francisco  	511	183	150	66	74	52	40	25	1314
38684783830254	S	Burton (Phillip and Sala) Academic High           	San Francisco Unified                             	San Francisco  	724	204	141	79	61	39	20	12	1314
38684783830288	S	Balboa High                                       	San Francisco Unified                             	San Francisco  	969	369	414	110	146	135	94	98	1314
38684783830353	S	International Studies Academy                     	San Francisco Unified                             	San Francisco  	143	46	36	13	15	11	4	5	1314
38684783830387	S	Asawa (Ruth) San Francisco School of the          	San Francisco Unified                             	San Francisco  	482	181	204	41	76	113	111	83	1314
38684783830403	S	Marshall (Thurgood) High                          	San Francisco Unified                             	San Francisco  	415	162	116	105	37	25	6	15	1314
38684783830411	S	Leadership High                                   	San Francisco Unified                             	San Francisco  	201	54	35	14	15	7	10	11	1314
38684783830429	S	Life Learning Academy Charter                     	San Francisco Unified                             	San Francisco  	43	17	0	NA	NA	NA	NA	NA	1314
38684783830437	S	Gateway High                                      	San Francisco Unified                             	San Francisco  	356	113	85	11	43	32	27	10	1314
38684783831765	S	Galileo High                                      	San Francisco Unified                             	San Francisco  	1456	517	575	218	226	220	152	139	1314
38684783833241	S	Lincoln (Abraham) High                            	San Francisco Unified                             	San Francisco  	1463	462	537	89	185	234	185	143	1314
38684783833407	S	Lowell High                                       	San Francisco Unified                             	San Francisco  	2030	669	1500	120	282	676	1204	1358	1314
38684783834082	S	Mission High                                      	San Francisco Unified                             	San Francisco  	737	236	240	181	73	49	20	50	1314
38684783834769	S	O'Connell (John) High                             	San Francisco Unified                             	San Francisco  	361	145	74	31	28	26	12	6	1314
38684783839081	S	Washington (George) High                          	San Francisco Unified                             	San Francisco  	1506	479	499	167	202	233	208	161	1314
01751010130096	S	Foothill High                                     	Pleasanton Unified                                	Alameda        	1625	563	700	43	150	396	482	501	1314
01751010130583	S	Amador Valley High                                	Pleasanton Unified                                	Alameda        	1973	651	884	18	91	372	650	909	1314
01751016117592	S	Thomas S. Hart Middle                             	Pleasanton Unified                                	Alameda        	0	0	1	*	*	*	*	*	1314
01766530000000	D	                                                  	SBE - Livermore Valley Charter                    	Alameda        	302	80	59	12	13	19	15	17	1314
01766530120931	S	Livermore Valley Charter Preparatory Hig          	SBE - Livermore Valley Charter                    	Alameda        	302	80	59	12	13	19	15	17	1314
03000000000000	C	                                                  	                                                  	Amador         	1038	378	202	53	122	100	61	11	1314
03100330000000	D	                                                  	Amador County Office of Educat                    	Amador         	60	23	0	NA	NA	NA	NA	NA	1314
03739810000000	D	                                                  	Amador County Unified                             	Amador         	978	355	202	53	122	100	61	11	1314
03739810330050	S	North Star Independent Study                      	Amador County Unified                             	Amador         	63	34	0	NA	NA	NA	NA	NA	1314
03739810330753	S	Amador High                                       	Amador County Unified                             	Amador         	472	149	139	41	89	71	45	8	1314
03739810334755	S	Argonaut High                                     	Amador County Unified                             	Amador         	383	135	63	12	33	29	16	3	1314
04000000000000	C	                                                  	                                                  	Butte          	7448	2588	965	206	386	496	324	169	1314
04100410000000	D	                                                  	Butte County Office of Educati                    	Butte          	430	175	0	NA	NA	NA	NA	NA	1314
04100410114991	S	CORE Butte Charter                                	Butte County Office of Educati                    	Butte          	229	91	0	NA	NA	NA	NA	NA	1314
04100410430090	S	Learning Community Charter                        	Butte County Office of Educati                    	Butte          	166	68	0	NA	NA	NA	NA	NA	1314
04614080000000	D	                                                  	Biggs Unified                                     	Butte          	120	49	7	*	*	*	*	*	1314
04614080430827	S	Biggs High                                        	Biggs Unified                                     	Butte          	112	46	7	*	*	*	*	*	1314
04614240000000	D	                                                  	Chico Unified                                     	Butte          	3285	1139	634	101	198	322	247	132	1314
04614240120394	S	Inspire School of Arts and Sciences               	Chico Unified                                     	Butte          	309	95	49	2	13	21	37	22	1314
04614240430199	S	Oakdale                                           	Chico Unified                                     	Butte          	70	37	0	NA	NA	NA	NA	NA	1314
04614240431676	S	Chico High                                        	Chico Unified                                     	Butte          	1295	438	376	84	140	182	128	56	1314
04614240437558	S	Pleasant Valley High                              	Chico Unified                                     	Butte          	1377	477	209	15	45	119	82	54	1314
04614320000000	D	                                                  	Durham Unified                                    	Butte          	237	87	42	5	18	26	16	4	1314
04614320433201	S	Durham High                                       	Durham Unified                                    	Butte          	237	87	42	5	18	26	16	4	1314
04614400000000	D	                                                  	Feather Falls Union Elementary                    	Butte          	27	11	0	NA	NA	NA	NA	NA	1314
04614400121509	S	Ipakanni Early College Charter                    	Feather Falls Union Elementary                    	Butte          	27	11	0	NA	NA	NA	NA	NA	1314
04614570000000	D	                                                  	Golden Feather Union Elementar                    	Butte          	35	8	0	NA	NA	NA	NA	NA	1314
04614570125252	S	Pivot Charter School North Valley                 	Golden Feather Union Elementar                    	Butte          	35	8	0	NA	NA	NA	NA	NA	1314
04615150000000	D	                                                  	Oroville Union High                               	Butte          	1769	591	135	72	108	63	16	7	1314
04615150434803	S	Las Plumas High                                   	Oroville Union High                               	Butte          	821	246	70	30	56	33	12	6	1314
04615150435602	S	Oroville High                                     	Oroville Union High                               	Butte          	809	265	65	42	52	30	4	1	1314
04615310000000	D	                                                  	Paradise Unified                                  	Butte          	1017	358	93	17	41	58	25	18	1314
04615310121715	S	Paradise eLearning Academy                        	Paradise Unified                                  	Butte          	42	17	0	NA	NA	NA	NA	NA	1314
04615310437350	S	Paradise Senior High                              	Paradise Unified                                  	Butte          	791	255	93	17	41	58	25	18	1314
04615316112585	S	Hometech Charter                                  	Paradise Unified                                  	Butte          	64	29	0	NA	NA	NA	NA	NA	1314
04755070000000	D	                                                  	Gridley Unified                                   	Butte          	528	170	54	10	17	23	19	3	1314
04755070433953	S	Gridley High                                      	Gridley Unified                                   	Butte          	500	158	54	10	17	23	19	3	1314
05000000000000	C	                                                  	                                                  	Calaveras      	1546	500	177	39	69	84	55	12	1314
05100580000000	D	                                                  	Calaveras County Office of Edu                    	Calaveras      	203	70	0	NA	NA	NA	NA	NA	1314
05100580530154	S	Mountain Oaks                                     	Calaveras County Office of Edu                    	Calaveras      	155	58	0	NA	NA	NA	NA	NA	1314
05615560000000	D	                                                  	Bret Harte Union High                             	Calaveras      	536	169	92	18	36	50	47	7	1314
05615560530121	S	John Vierra High                                  	Bret Harte Union High                             	Calaveras      	22	6	0	NA	NA	NA	NA	NA	1314
05615560532507	S	Bret Harte Union High                             	Bret Harte Union High                             	Calaveras      	500	157	92	18	36	50	47	7	1314
05615640000000	D	                                                  	Calaveras Unified                                 	Calaveras      	807	261	85	21	33	34	8	5	1314
19647331939784	S	Joseph Pomeroy Widney High                        	Los Angeles Unified                               	Los Angeles    	197	162	1	*	*	*	*	*	1314
19647331939859	S	Woodrow Wilson Senior High                        	Los Angeles Unified                               	Los Angeles    	1209	387	278	242	167	76	24	9	1314
19647331939941	S	John F. Kennedy High                              	Los Angeles Unified                               	Los Angeles    	1482	433	276	127	133	108	33	17	1314
19647331995448	S	Francisco Bravo Medical Magnet High               	Los Angeles Unified                               	Los Angeles    	1301	335	535	193	252	258	172	149	1314
19647331995489	S	Los Angeles Unified Alternative Educatio          	Los Angeles Unified                               	Los Angeles    	2658	516	0	NA	NA	NA	NA	NA	1314
19647331995794	S	Youth Opportunities Unlimited                     	Los Angeles Unified                               	Los Angeles    	275	127	0	NA	NA	NA	NA	NA	1314
