cds	rtype	sname	dname	cname	Enroll1012	Enroll12	NumTstTakr	NumScr1	NumScr2	NumScr3	NumScr4	NumScr5	year
10621661032507	S	Fresno High                                       	Fresno Unified                                    	Fresno         	1632	470	90	2	18	39	27	6	1415
10621661032911	S	Herbert Hoover High                               	Fresno Unified                                    	Fresno         	1325	379	478	526	214	112	43	17	1415
10621661034214	S	McLane High                                       	Fresno Unified                                    	Fresno         	1352	450	456	629	68	31	13	8	1415
10621661035831	S	Roosevelt High                                    	Fresno Unified                                    	Fresno         	1521	435	420	367	75	70	49	15	1415
10622570000000	D	                                                  	Kingsburg Joint Union High                        	Fresno         	890	293	141	58	77	42	17	6	1415
10622570124727	S	Kingsburg Independent Study High                  	Kingsburg Joint Union High                        	Fresno         	48	22	0	NA	NA	NA	NA	NA	1415
10622571033695	S	Kingsburg High                                    	Kingsburg Joint Union High                        	Fresno         	802	258	141	58	77	42	17	6	1415
10622650000000	D	                                                  	Kings Canyon Joint Unified                        	Fresno         	2174	754	535	356	226	135	67	25	1415
10622650108092	S	Orange Cove High                                  	Kings Canyon Joint Unified                        	Fresno         	457	121	167	132	69	23	19	5	1415
10622650116640	S	Dunlap Leadership Academy                         	Kings Canyon Joint Unified                        	Fresno         	75	30	0	NA	NA	NA	NA	NA	1415
10622650126292	S	Reedley Middle College High                       	Kings Canyon Joint Unified                        	Fresno         	48	0	0	NA	NA	NA	NA	NA	1415
10622651030378	S	Mountain View (Alternative)                       	Kings Canyon Joint Unified                        	Fresno         	139	99	0	NA	NA	NA	NA	NA	1415
10622651035310	S	Reedley High                                      	Kings Canyon Joint Unified                        	Fresno         	1363	449	368	224	157	112	48	20	1415
10622810000000	D	                                                  	Laton Joint Unified                               	Fresno         	130	47	27	12	10	7	9	1	1415
10622811033950	S	Laton High                                        	Laton Joint Unified                               	Fresno         	130	47	27	12	10	7	9	1	1415
10623310000000	D	                                                  	Orange Center                                     	Fresno         	48	23	0	NA	NA	NA	NA	NA	1415
10623310124354	S	National University Academy - Orange Center       	Orange Center                                     	Fresno         	13	12	0	NA	NA	NA	NA	NA	1415
10623310130880	S	Academy of Arts and Sciences: Fresno              	Orange Center                                     	Fresno         	35	11	0	NA	NA	NA	NA	NA	1415
10623640000000	D	                                                  	Parlier Unified                                   	Fresno         	687	225	142	161	31	16	11	11	1415
10623641034990	S	Parlier High                                      	Parlier Unified                                   	Fresno         	616	185	142	161	31	16	11	11	1415
10623800000000	D	                                                  	Raisin City Elementary                            	Fresno         	525	291	0	NA	NA	NA	NA	NA	1415
10623800124982	S	Ambassador Phillip V. Sanchez Public Charter      	Raisin City Elementary                            	Fresno         	525	291	0	NA	NA	NA	NA	NA	1415
10624140000000	D	                                                  	Sanger Unified                                    	Fresno         	2298	714	400	156	244	168	87	23	1415
10624141030451	S	Taft High                                         	Sanger Unified                                    	Fresno         	92	39	0	NA	NA	NA	NA	NA	1415
10624141030766	S	Hallmark Charter                                  	Sanger Unified                                    	Fresno         	125	41	12	5	4	5	5	5	1415
10624141036094	S	Sanger High                                       	Sanger Unified                                    	Fresno         	1979	593	388	151	240	163	82	18	1415
10624300000000	D	                                                  	Selma Unified                                     	Fresno         	1367	427	144	48	72	39	25	11	1415
10624301030758	S	Selma Independent                                 	Selma Unified                                     	Fresno         	88	36	0	NA	NA	NA	NA	NA	1415
10624301036672	S	Selma High                                        	Selma Unified                                     	Fresno         	1225	375	144	48	72	39	25	11	1415
10625390000000	D	                                                  	West Park Elementary                              	Fresno         	221	107	0	NA	NA	NA	NA	NA	1415
10625396112387	S	West Park Charter Academy                         	West Park Elementary                              	Fresno         	221	107	0	NA	NA	NA	NA	NA	1415
10625470000000	D	                                                  	Westside Elementary                               	Fresno         	574	306	3	*	*	*	*	*	1415
19642121931880	S	Whitney (Gretchen) High                           	ABC Unified                                       	Los Angeles    	495	164	440	12	33	191	303	318	1415
19642121933159	S	Gahr (Richard) High                               	ABC Unified                                       	Los Angeles    	1421	439	297	66	139	211	115	33	1415
19642121995596	S	ABC Secondary (Alternative)                       	ABC Unified                                       	Los Angeles    	93	71	0	NA	NA	NA	NA	NA	1415
19642460000000	D	                                                  	Antelope Valley Union High                        	Los Angeles    	18764	7334	2931	2558	1574	1062	500	185	1415
19642460100081	S	William J. (Pete) Knight High                     	Antelope Valley Union High                        	Los Angeles    	2269	797	548	327	310	286	148	62	1415
19642460108407	S	Eastside High                                     	Antelope Valley Union High                        	Los Angeles    	1623	509	422	556	220	77	23	8	1415
19642460111872	S	SOAR High (Students On Academic Rise)             	Antelope Valley Union High                        	Los Angeles    	282	86	1	*	*	*	*	*	1415
19642460115337	S	Los Angeles County Online High                    	Antelope Valley Union High                        	Los Angeles    	293	141	4	*	*	*	*	*	1415
19642460126003	S	Academies of the Antelope Valley                  	Antelope Valley Union High                        	Los Angeles    	34	9	0	NA	NA	NA	NA	NA	1415
19642461930213	S	Antelope Valley High                              	Antelope Valley Union High                        	Los Angeles    	1221	371	199	180	83	28	28	11	1415
19642461936624	S	Palmdale High                                     	Antelope Valley Union High                        	Los Angeles    	2065	695	258	331	127	58	29	9	1415
19642461937051	S	Quartz Hill High                                  	Antelope Valley Union High                        	Los Angeles    	2291	780	493	251	235	308	164	68	1415
19642461995398	S	Highland High                                     	Antelope Valley Union High                        	Los Angeles    	2253	796	444	325	264	167	60	12	1415
19642461995406	S	Littlerock High                                   	Antelope Valley Union High                        	Los Angeles    	1108	342	221	275	101	49	19	7	1415
19642461995844	S	Lancaster High                                    	Antelope Valley Union High                        	Los Angeles    	1689	564	340	313	231	86	29	7	1415
19642461996537	S	Desert Sands Charter                              	Antelope Valley Union High                        	Los Angeles    	1943	1312	1	*	*	*	*	*	1415
19642610000000	D	                                                  	Arcadia Unified                                   	Los Angeles    	2630	925	1067	148	284	536	658	606	1415
19642611930288	S	Arcadia High                                      	Arcadia Unified                                   	Los Angeles    	2579	887	1067	148	284	536	658	606	1415
19642611995299	S	Rancho Learning Center (Alternative)              	Arcadia Unified                                   	Los Angeles    	51	38	0	NA	NA	NA	NA	NA	1415
19642790000000	D	                                                  	Azusa Unified                                     	Los Angeles    	2166	767	455	163	217	165	120	49	1415
19642791930528	S	Azusa High                                        	Azusa Unified                                     	Los Angeles    	1052	372	276	100	121	99	74	39	1415
19642791933449	S	Gladstone High                                    	Azusa Unified                                     	Los Angeles    	888	288	179	63	96	66	46	10	1415
19642870000000	D	                                                  	Baldwin Park Unified                              	Los Angeles    	6404	2113	754	371	296	260	160	111	1415
19642870114397	S	Opportunities For Learning - Baldwin Park II      	Baldwin Park Unified                              	Los Angeles    	2042	702	8	*	*	*	*	*	1415
19642871930601	S	Baldwin Park High                                 	Baldwin Park Unified                              	Los Angeles    	1466	424	270	104	106	87	55	41	1415
19642871938166	S	Sierra Vista High                                 	Baldwin Park Unified                              	Los Angeles    	1461	423	460	254	184	167	98	66	1415
19642871996479	S	Opportunities for Learning - Baldwin Park         	Baldwin Park Unified                              	Los Angeles    	1070	317	16	8	3	5	6	3	1415
19642950000000	D	                                                  	Bassett Unified                                   	Los Angeles    	864	309	141	111	80	42	27	11	1415
19642951930700	S	Bassett Senior High                               	Bassett Unified                                   	Los Angeles    	788	263	140	111	80	41	27	11	1415
19642951936491	S	Nueva Vista Continuation High                     	Bassett Unified                                   	Los Angeles    	76	46	1	*	*	*	*	*	1415
19643030000000	D	                                                  	Bellflower Unified                                	Los Angeles    	3228	1099	497	78	234	225	188	105	1415
19643031930775	S	Bellflower High                                   	Bellflower Unified                                	Los Angeles    	1324	396	202	51	125	90	57	22	1415
19643031935618	S	Mayfair High                                      	Bellflower Unified                                	Los Angeles    	1602	511	291	25	106	135	131	83	1415
19643031938190	S	Somerset Continuation High                        	Bellflower Unified                                	Los Angeles    	287	183	4	*	*	*	*	*	1415
19643110000000	D	                                                  	Beverly Hills Unified                             	Los Angeles    	1271	456	461	71	168	269	298	198	1415
19643111930981	S	Beverly Hills High                                	Beverly Hills Unified                             	Los Angeles    	1242	439	461	71	168	269	298	198	1415
19643290000000	D	                                                  	Bonita Unified                                    	Los Angeles    	2614	838	675	268	413	377	215	86	1415
19643291931088	S	Bonita High                                       	Bonita Unified                                    	Los Angeles    	1466	469	433	162	253	241	146	55	1415
19643291937739	S	San Dimas High                                    	Bonita Unified                                    	Los Angeles    	998	298	242	106	160	136	69	31	1415
19643291995893	S	Vista (Alternative)                               	Bonita Unified                                    	Los Angeles    	34	2	0	NA	NA	NA	NA	NA	1415
19643370000000	D	                                                  	Burbank Unified                                   	Los Angeles    	4976	1678	1148	384	585	847	532	346	1415
19643370115436	S	Off Campus Learning Center                        	Burbank Unified                                   	Los Angeles    	0	0	1	*	*	*	*	*	1415
19643371931187	S	Burbank High                                      	Burbank Unified                                   	Los Angeles    	1958	651	559	261	333	408	269	209	1415
34673143430592	S	Laguna Creek High                                 	Elk Grove Unified                                 	Sacramento     	1318	439	98	36	28	22	16	12	1415
34673143430618	S	Sheldon High                                      	Elk Grove Unified                                 	Sacramento     	1699	526	435	113	199	234	163	90	1415
34673143430873	S	Franklin High                                     	Elk Grove Unified                                 	Sacramento     	2077	682	650	84	230	341	325	191	1415
34673143432002	S	Daylor (William) High (Continuation)              	Elk Grove Unified                                 	Sacramento     	175	123	1	*	*	*	*	*	1415
34673143432572	S	Elk Grove High                                    	Elk Grove Unified                                 	Sacramento     	1319	418	443	114	270	280	178	59	1415
34673146112254	S	Elk Grove Charter                                 	Elk Grove Unified                                 	Sacramento     	207	95	1	*	*	*	*	*	1415
34673220000000	D	                                                  	Elverta Joint Elementary                          	Sacramento     	22	0	0	NA	NA	NA	NA	NA	1415
34673220127860	S	Alpha Charter                                     	Elverta Joint Elementary                          	Sacramento     	22	0	0	NA	NA	NA	NA	NA	1415
34673300000000	D	                                                  	Folsom-Cordova Unified                            	Sacramento     	4281	1389	791	61	209	467	475	356	1415
34673300113571	S	Vista del Lago High                               	Folsom-Cordova Unified                            	Sacramento     	1106	339	346	11	105	199	226	144	1415
34673303430501	S	Walnutwood High (Independent Study)               	Folsom-Cordova Unified                            	Sacramento     	130	56	2	*	*	*	*	*	1415
34673303431533	S	Cordova High                                      	Folsom-Cordova Unified                            	Sacramento     	1238	376	27	3	13	12	2	6	1415
34673303433216	S	Folsom High                                       	Folsom-Cordova Unified                            	Sacramento     	1568	486	416	47	91	255	246	204	1415
34673550000000	D	                                                  	Galt Joint Union High                             	Sacramento     	1697	591	254	70	110	113	72	34	1415
34673550119131	S	Liberty Ranch High                                	Galt Joint Union High                             	Sacramento     	868	275	138	21	60	68	50	22	1415
34673553433471	S	Galt High                                         	Galt Joint Union High                             	Sacramento     	689	210	116	49	50	45	22	12	1415
34674130000000	D	                                                  	River Delta Joint Unified                         	Sacramento     	528	175	99	61	61	45	17	5	1415
34674133430469	S	River Delta High/Elementary (Alternative)         	River Delta Joint Unified                         	Sacramento     	15	8	0	NA	NA	NA	NA	NA	1415
34674134835302	S	Rio Vista High                                    	River Delta Joint Unified                         	Sacramento     	284	87	48	27	30	18	6	0	1415
34674135731708	S	Delta High                                        	River Delta Joint Unified                         	Sacramento     	203	62	51	34	31	27	11	5	1415
34674390000000	D	                                                  	Sacramento City Unified                           	Sacramento     	9628	3208	1509	505	714	704	396	220	1415
34674390101881	S	New Technology High                               	Sacramento City Unified                           	Sacramento     	216	49	0	NA	NA	NA	NA	NA	1415
34674390101899	S	George Washington Carver School of Arts and Scienc	Sacramento City Unified                           	Sacramento     	213	61	19	14	0	3	2	0	1415
34674390101907	S	The MET                                           	Sacramento City Unified                           	Sacramento     	238	66	1	*	*	*	*	*	1415
34674390101972	S	Rosemont High                                     	Sacramento City Unified                           	Sacramento     	989	313	107	59	62	42	10	6	1415
34674390102038	S	Sacramento Charter High                           	Sacramento City Unified                           	Sacramento     	697	181	141	72	84	37	11	1	1415
34674390108951	S	Arthur A. Benjamin Health Professions High        	Sacramento City Unified                           	Sacramento     	168	49	36	25	15	4	0	0	1415
34674390114546	S	School of Engineering & Sciences                  	Sacramento City Unified                           	Sacramento     	151	26	47	10	21	18	6	3	1415
34674393430154	S	American Legion High (Continuation)               	Sacramento City Unified                           	Sacramento     	291	202	1	*	*	*	*	*	1415
34674393430519	S	Capital City Independent Study                    	Sacramento City Unified                           	Sacramento     	418	260	0	NA	NA	NA	NA	NA	1415
34674393430865	S	West Campus                                       	Sacramento City Unified                           	Sacramento     	617	203	310	74	134	157	76	58	1415
34674393431012	S	Luther Burbank High                               	Sacramento City Unified                           	Sacramento     	1225	421	26	1	1	10	13	4	1415
34674393434636	S	Hiram W. Johnson High                             	Sacramento City Unified                           	Sacramento     	1057	323	112	79	51	21	14	3	1415
34674393434768	S	John F. Kennedy High                              	Sacramento City Unified                           	Sacramento     	1598	468	433	107	238	214	124	68	1415
34674393435419	S	C. K. McClatchy High                              	Sacramento City Unified                           	Sacramento     	1614	506	276	64	107	198	138	76	1415
34674470000000	D	                                                  	San Juan Unified                                  	Sacramento     	12284	4419	1539	405	637	804	636	352	1415
34674470121467	S	Aspire Alexander Twilight Secondary Academy       	San Juan Unified                                  	Sacramento     	47	11	0	NA	NA	NA	NA	NA	1415
34674473430048	S	Mesa Verde High                                   	San Juan Unified                                  	Sacramento     	673	209	85	54	51	30	14	5	1415
34674473430386	S	El Sereno Alternative Education                   	San Juan Unified                                  	Sacramento     	207	137	2	*	*	*	*	*	1415
34674473430493	S	Bella Vista High                                  	San Juan Unified                                  	Sacramento     	1450	420	399	53	154	261	196	104	1415
34674473430691	S	Options for Youth-San Juan                        	San Juan Unified                                  	Sacramento     	606	185	4	*	*	*	*	*	1415
34674473430717	S	Visions In Education                              	San Juan Unified                                  	Sacramento     	1883	870	0	NA	NA	NA	NA	NA	1415
34674473430758	S	San Juan Choices Charter                          	San Juan Unified                                  	Sacramento     	174	68	2	*	*	*	*	*	1415
34674473431111	S	Casa Roble Fundamental High                       	San Juan Unified                                  	Sacramento     	990	318	91	35	33	46	20	3	1415
19645681934082	S	Herbert Hoover High                               	Glendale Unified                                  	Los Angeles    	1268	413	386	213	203	191	81	58	1415
19645681995497	S	Verdugo Academy                                   	Glendale Unified                                  	Los Angeles    	59	17	0	NA	NA	NA	NA	NA	1415
19645681996131	S	Anderson W. Clark Magnet High                     	Glendale Unified                                  	Los Angeles    	803	260	250	114	186	166	86	32	1415
19645760000000	D	                                                  	Glendora Unified                                  	Los Angeles    	1906	652	487	59	173	353	291	212	1415
19645761933597	S	Glendora High                                     	Glendora Unified                                  	Los Angeles    	1824	591	487	59	173	353	291	212	1415
19645840000000	D	                                                  	Gorman Elementary                                 	Los Angeles    	578	174	4	*	*	*	*	*	1415
19645841996305	S	Gorman Learning Center                            	Gorman Elementary                                 	Los Angeles    	578	174	4	*	*	*	*	*	1415
19645920000000	D	                                                  	Hawthorne                                         	Los Angeles    	393	111	187	27	37	74	81	51	1415
19645920100354	S	Hawthorne Math and Science Academy                	Hawthorne                                         	Los Angeles    	393	111	187	27	37	74	81	51	1415
19646340000000	D	                                                  	Inglewood Unified                                 	Los Angeles    	2499	830	483	483	169	66	56	34	1415
19646341934231	S	Inglewood High                                    	Inglewood Unified                                 	Los Angeles    	956	266	129	118	48	9	13	5	1415
19646341936046	S	Morningside High                                  	Inglewood Unified                                 	Los Angeles    	737	232	161	267	32	7	6	0	1415
19646341996529	S	City Honors College Preparatory Academy           	Inglewood Unified                                 	Los Angeles    	227	102	70	50	38	18	10	2	1415
19646341996586	S	Animo Inglewood Charter High                      	Inglewood Unified                                 	Los Angeles    	454	129	123	48	51	32	27	27	1415
19646590000000	D	                                                  	La Canada Unified                                 	Los Angeles    	1048	362	590	60	140	316	422	390	1415
19646591934611	S	La Canada High                                    	La Canada Unified                                 	Los Angeles    	1040	358	590	60	140	316	422	390	1415
19646830000000	D	                                                  	Las Virgenes Unified                              	Los Angeles    	2981	1002	843	122	186	412	395	246	1415
19646831930080	S	Agoura High                                       	Las Virgenes Unified                              	Los Angeles    	1612	536	455	76	104	206	195	130	1415
19646831931260	S	Indian Hills Continuation High                    	Las Virgenes Unified                              	Los Angeles    	23	11	1	*	*	*	*	*	1415
19646831931781	S	Calabasas High                                    	Las Virgenes Unified                              	Los Angeles    	1346	455	387	46	82	205	200	116	1415
19646910000000	D	                                                  	Lawndale Elementary                               	Los Angeles    	387	116	176	56	54	70	39	19	1415
19646911996438	S	Environmental Charter High                        	Lawndale Elementary                               	Los Angeles    	387	116	176	56	54	70	39	19	1415
19647090000000	D	                                                  	Lennox                                            	Los Angeles    	856	258	400	214	184	118	105	69	1415
19647090100602	S	"Lennox Mathematics, Science and Technology Academy"	Lennox                                            	Los Angeles    	411	132	196	88	89	71	48	37	1415
19647091996313	S	Animo Leadership High                             	Lennox                                            	Los Angeles    	445	126	204	126	95	47	57	32	1415
19647250000000	D	                                                  	Long Beach Unified                                	Los Angeles    	19146	6767	5103	2768	2781	2500	1525	649	1415
19647250125153	S	Beach High-Intensive Learning Program             	Long Beach Unified                                	Los Angeles    	310	96	0	NA	NA	NA	NA	NA	1415
19647250127381	S	"Ernest S. McBride, Sr. High                       "	Long Beach Unified                                	Los Angeles    	188	0	68	7	30	27	4	0	1415
19647251930411	S	Avalon K-12                                       	Long Beach Unified                                	Los Angeles    	155	54	52	16	26	25	13	11	1415
19647251934470	S	Jordan High                                       	Long Beach Unified                                	Los Angeles    	2511	831	380	321	131	54	40	10	1415
19647251934678	S	Lakewood High                                     	Long Beach Unified                                	Los Angeles    	2656	873	734	501	506	337	166	60	1415
19647251935758	S	Millikan High                                     	Long Beach Unified                                	Los Angeles    	2784	898	1100	633	702	548	299	107	1415
19647251936947	S	Polytechnic High                                  	Long Beach Unified                                	Los Angeles    	3330	1139	980	343	508	636	445	236	1415
19647251939875	S	Wilson High                                       	Long Beach Unified                                	Los Angeles    	2890	925	1049	437	589	674	428	168	1415
19647251995539	S	California Academy of Mathematics and Science     	Long Beach Unified                                	Los Angeles    	504	161	235	158	96	86	76	45	1415
19647251995570	S	Educational Partnership High                      	Long Beach Unified                                	Los Angeles    	990	785	1	*	*	*	*	*	1415
19647251995935	S	Cabrillo High                                     	Long Beach Unified                                	Los Angeles    	2028	610	372	270	138	68	30	11	1415
19647251996503	S	Renaissance High School for the Arts              	Long Beach Unified                                	Los Angeles    	365	119	132	82	54	45	24	1	1415
19647330000000	D	                                                  	Los Angeles Unified                               	Los Angeles    	138077	43324	36520	23566	16129	12709	8711	5315	1415
19647330100677	S	High Tech LA                                      	Los Angeles Unified                               	Los Angeles    	254	81	2	*	*	*	*	*	1415
19647330100750	S	Wallis Annenberg High                             	Los Angeles Unified                               	Los Angeles    	355	85	95	11	25	34	32	10	1415
19647330100776	S	North Valley Military Institute College Preparator	Los Angeles Unified                               	Los Angeles    	65	11	0	NA	NA	NA	NA	NA	1415
19647330100800	S	Central City Value                                	Los Angeles Unified                               	Los Angeles    	348	104	65	34	54	22	19	10	1415
19647330114850	S	West Adams Preparatory High                       	Los Angeles Unified                               	Los Angeles    	1153	356	170	95	78	55	23	16	1415
19647330115030	S	Magnolia Science Academy 3                        	Los Angeles Unified                               	Los Angeles    	131	47	72	58	37	19	5	3	1415
19647330115212	S	Magnolia Science Academy 2                        	Los Angeles Unified                               	Los Angeles    	116	29	54	35	22	21	5	2	1415
19647330115253	S	Discovery Charter Preparatory No. 2               	Los Angeles Unified                               	Los Angeles    	242	78	32	6	8	4	5	10	1415
19647330116509	S	Alliance Media Arts and Entertainment Design High 	Los Angeles Unified                               	Los Angeles    	217	68	140	223	49	35	7	4	1415
19647330117051	S	Edward R. Roybal Learning Center                  	Los Angeles Unified                               	Los Angeles    	810	277	229	170	134	64	56	38	1415
19647330117069	S	Helen Bernstein High                              	Los Angeles Unified                               	Los Angeles    	379	121	61	75	10	4	10	3	1415
19647330117077	S	APEX Academy                                      	Los Angeles Unified                               	Los Angeles    	271	125	46	52	11	4	5	1	1415
19647330117598	S	Alliance Health Services Academy High             	Los Angeles Unified                               	Los Angeles    	340	112	117	108	50	19	17	5	1415
19647330117606	S	Alliance Environmental Science and Technology High	Los Angeles Unified                               	Los Angeles    	401	146	230	118	118	69	39	26	1415
19647330117622	S	Magnolia Science Academy 4                        	Los Angeles Unified                               	Los Angeles    	101	30	28	16	12	7	7	1	1415
19647330117721	S	Contreras Learning Center-Academic Leadership Comm	Los Angeles Unified                               	Los Angeles    	267	78	112	72	59	32	19	9	1415
19647330117747	S	RFK Community Schools-Los Angeles High School of t	Los Angeles Unified                               	Los Angeles    	278	98	96	52	46	26	6	3	1415
19647330117754	S	Belmont SH-LA Teacher Preparatory Academy         	Los Angeles Unified                               	Los Angeles    	149	34	45	4	6	24	16	6	1415
19647330117762	S	RFK Community Schools- for the Visual Arts and Hum	Los Angeles Unified                               	Los Angeles    	264	81	85	51	31	28	13	6	1415
19647330117911	S	New Millennium Secondary                          	Los Angeles Unified                               	Los Angeles    	150	67	0	NA	NA	NA	NA	NA	1415
19647330118588	S	Alain Leroy Locke College Prep Academy            	Los Angeles Unified                               	Los Angeles    	1435	523	267	229	90	64	60	31	1415
19647330119651	S	Sun Valley High                                   	Los Angeles Unified                               	Los Angeles    	353	106	34	28	9	4	6	5	1415
19647330119685	S	RFK Community Schools-New Open World Academy K-12 	Los Angeles Unified                               	Los Angeles    	165	45	39	18	10	11	6	2	1415
19647330119693	S	RFK Community Schools-UCLA Community K-12         	Los Angeles Unified                               	Los Angeles    	271	75	86	78	24	31	11	4	1415
19647330119727	S	Ramon C. Cortines School of Visual and Performing 	Los Angeles Unified                               	Los Angeles    	1242	356	436	257	236	152	86	46	1415
19647330119966	S	Felicitas and Gonzalo Mendez High                 	Los Angeles Unified                               	Los Angeles    	414	142	69	48	24	15	3	6	1415
19647330120071	S	New Designs Charter School-Watts                  	Los Angeles Unified                               	Los Angeles    	83	21	28	43	4	2	1	0	1415
19647330120360	S	Daniel Pearl Journalism & Communications Magnet   	Los Angeles Unified                               	Los Angeles    	309	112	115	51	86	42	13	6	1415
19647330121095	S	RFK Community Schools-Ambassador-Global Leadership	Los Angeles Unified                               	Los Angeles    	242	71	68	41	32	19	18	8	1415
19647330121285	S	Alliance Cindy and Bill Simon Technology Academy H	Los Angeles Unified                               	Los Angeles    	383	118	154	170	34	25	20	14	1415
19647330121293	S	Alliance Tennenbaum Family Technology High        	Los Angeles Unified                               	Los Angeles    	304	94	101	63	55	23	31	11	1415
19647330122275	S	Academy of Environmental & Social Policy (ESP) at 	Los Angeles Unified                               	Los Angeles    	137	68	44	54	12	5	5	3	1415
19647330122333	S	"Math, Science, & Technology Magnet Academy at Roos"	Los Angeles Unified                               	Los Angeles    	313	82	119	120	53	38	9	11	1415
19647330122341	S	East Los Angeles Performing Arts Academy at Esteba	Los Angeles Unified                               	Los Angeles    	372	127	80	139	28	17	4	2	1415
19647330122358	S	Humanitas Academy of Art and Technology at Esteban	Los Angeles Unified                               	Los Angeles    	302	100	68	27	16	18	17	13	1415
19647330122366	S	Social Justice Leadership Academy at Esteban E. To	Los Angeles Unified                               	Los Angeles    	305	93	110	123	36	21	8	4	1415
19647330122374	S	East Los Angeles Renaissance Academy at Esteban E.	Los Angeles Unified                               	Los Angeles    	248	66	65	54	35	18	10	6	1415
19647330122382	S	Engineering and Technology Academy at Esteban E. T	Los Angeles Unified                               	Los Angeles    	289	92	84	136	56	21	11	2	1415
19647330122598	S	PUC Triumph Charter High                          	Los Angeles Unified                               	Los Angeles    	174	51	0	NA	NA	NA	NA	NA	1415
19647330122606	S	PUC Lakeview Charter High                         	Los Angeles Unified                               	Los Angeles    	244	84	75	23	19	19	17	18	1415
19647330122721	S	Aspire Pacific Academy                            	Los Angeles Unified                               	Los Angeles    	280	126	78	63	13	13	26	17	1415
19647330122762	S	Los Angeles Big Picture High                      	Los Angeles Unified                               	Los Angeles    	63	14	0	NA	NA	NA	NA	NA	1415
19647330122861	S	Camino Nuevo Academy #2                           	Los Angeles Unified                               	Los Angeles    	0	0	88	95	5	11	12	5	1415
19647330123133	S	Alliance Susan and Eric Smidt Technology High     	Los Angeles Unified                               	Los Angeles    	234	0	110	53	46	28	45	22	1415
19647330123141	S	Alliance College-Ready Academy High 16            	Los Angeles Unified                               	Los Angeles    	245	94	139	138	83	54	17	9	1415
19647330124362	S	Valley Academy of Arts and Sciences               	Los Angeles Unified                               	Los Angeles    	940	303	378	437	165	83	41	11	1415
19647330124370	S	"Cesar E. Chavez Learning Academies-Arts,Theatre, E"	Los Angeles Unified                               	Los Angeles    	384	104	58	38	25	7	2	2	1415
19647330124388	S	Cesar E. Chavez Learning Academies-Social Justice 	Los Angeles Unified                               	Los Angeles    	366	94	95	59	33	21	27	12	1415
36676373631066	S	Big Bear High                                     	Bear Valley Unified                               	San Bernardino 	558	190	69	23	41	45	17	10	1415
36676520000000	D	                                                  	Chaffey Joint Union High                          	San Bernardino 	18466	6214	3629	1076	2126	1943	1146	563	1415
36676520126243	S	Chaffey District Online High                      	Chaffey Joint Union High                          	San Bernardino 	80	40	5	*	*	*	*	*	1415
36676523630225	S	Alta Loma High                                    	Chaffey Joint Union High                          	San Bernardino 	1975	652	444	117	250	237	99	26	1415
36676523630373	S	Etiwanda High                                     	Chaffey Joint Union High                          	San Bernardino 	2523	799	461	123	318	290	141	58	1415
36676523630571	S	Rancho Cucamonga High                             	Chaffey Joint Union High                          	San Bernardino 	2612	815	588	135	341	351	234	101	1415
36676523631058	S	Los Osos High                                     	Chaffey Joint Union High                          	San Bernardino 	2381	786	807	197	409	497	333	205	1415
36676523631157	S	Colony High                                       	Chaffey Joint Union High                          	San Bernardino 	1595	508	275	115	191	118	83	43	1415
36676523632205	S	Chaffey High                                      	Chaffey Joint Union High                          	San Bernardino 	2625	845	405	99	161	160	141	99	1415
36676523633906	S	Montclair High                                    	Chaffey Joint Union High                          	San Bernardino 	2227	771	439	188	336	215	83	12	1415
36676523634482	S	Ontario High                                      	Chaffey Joint Union High                          	San Bernardino 	1922	655	204	98	118	73	32	18	1415
36676523637659	S	Valley View High (Continuation)                   	Chaffey Joint Union High                          	San Bernardino 	456	308	1	*	*	*	*	*	1415
36676780000000	D	                                                  	Chino Valley Unified                              	San Bernardino 	7665	2688	1745	500	748	972	717	488	1415
36676783630035	S	Don Antonio Lugo High                             	Chino Valley Unified                              	San Bernardino 	1320	455	171	62	85	79	45	29	1415
36676783630522	S	Ruben S. Ayala High                               	Chino Valley Unified                              	San Bernardino 	1954	675	532	161	187	324	278	203	1415
36676783631017	S	Chino Hills High                                  	Chino Valley Unified                              	San Bernardino 	2304	811	719	174	292	393	301	218	1415
36676783631181	S	Chino Valley Learning Academy                     	Chino Valley Unified                              	San Bernardino 	15	2	1	*	*	*	*	*	1415
36676783631587	S	Boys Republic High                                	Chino Valley Unified                              	San Bernardino 	115	49	3	*	*	*	*	*	1415
36676783632502	S	Chino High                                        	Chino Valley Unified                              	San Bernardino 	1767	550	319	102	183	175	93	37	1415
36676860000000	D	                                                  	Colton Joint Unified                              	San Bernardino 	5025	1611	799	489	467	313	162	55	1415
36676860125500	S	Grand Terrace High School at the Ray Abril Jr. Edu	Colton Joint Unified                              	San Bernardino 	1712	458	301	167	146	120	59	19	1415
36676863630399	S	Washington High                                   	Colton Joint Unified                              	San Bernardino 	106	58	0	NA	NA	NA	NA	NA	1415
36676863631322	S	Bloomington High                                  	Colton Joint Unified                              	San Bernardino 	1517	461	243	152	161	112	61	27	1415
36676863632742	S	Colton High                                       	Colton Joint Unified                              	San Bernardino 	1404	456	255	170	160	81	42	9	1415
36677100000000	D	                                                  	Fontana Unified                                   	San Bernardino 	9711	3322	2074	1285	1004	672	440	191	1415
36677100108191	S	Summit High                                       	Fontana Unified                                   	San Bernardino 	1967	620	539	254	268	225	145	63	1415
